Name	ConceptType	#Genes	Coeff	OddsRatio	P-Value	FDR	Direction	SigGenes
structural constituent of cuticle	GOMF	154	0.2584726573011666	4.984366276650385	2.3998931979541696E-17	8.351628328880511E-15	up	172197,  172410,  172607,  173382,  173695,  174107,  174226,  174336,  174397,  174731,  175170,  175696,  176528,  176988,  177187,  177559,  177715,  178414,  179296,  179351,  179431,  179619,  179693,  179812,  179823,  179825,  180907,  180908,  180909,  181219,  181308,  181356,  184366,  185112,  185812,  186083,  186300,  187239,  353462
structural molecule activity	GOMF	315	0.20809296815284892	3.644489297093301	2.0889947399998876E-16	3.6348508475998047E-14	up	171813,  172197,  172410,  172607,  173382,  173695,  173888,  173980,  174107,  174226,  174336,  174397,  174680,  174731,  175170,  175696,  176528,  176988,  177187,  177559,  177715,  177788,  178414,  179296,  179351,  179431,  179619,  179693,  179812,  179823,  179825,  180907,  180908,  180909,  181182,  181219,  181308,  181356,  181678,  184366,  185112,  185812,  186083,  186300,  187239,  191712,  353462
proteinaceous extracellular matrix	GOCC	39	0.40503385914780693	12.392936846826094	1.1718821869423188E-15	2.7304854955756026E-13	up	172197,  174319,  174397,  177010,  177187,  177292,  177788,  177956,  179693,  179823,  181678
collagen trimer	GOCC	33	0.4130420840154763	13.025313810837327	1.0969396054177193E-14	1.277934640311643E-12	up	172197,  172410,  174107,  174226,  174397,  174731,  177187,  177559,  179693,  185112
collagen and cuticulin-based cuticle extracellular matrix	GOCC	13	0.5045616714303591	23.003653460532405	3.951998955752073E-12	3.06938585563411E-10	up	172197,  174319,  174397,  177187,  179693,  179823
extracellular matrix	GOCC	44	0.35517803365235906	9.091067011625258	5.467181512377237E-12	3.184633230959741E-10	up	172197,  174319,  174397,  177010,  177187,  177292,  177788,  177956,  179693,  179823,  181678
cellular response to oxygen-containing compound	GOBP	21	-0.3730701222793213	0.09842262197796317	8.540988097901236E-12	9.992956074544446E-9	down	172981,  173776,  175086,  181524,  181748,  185980
response to oxygen-containing compound	GOBP	36	-0.30286993757414515	0.1522520410125084	9.521121088219526E-10	5.569855836608422E-7	down	172981,  173776,  175086,  181524,  181748,  185980,  3564838
lipid catabolic process	GOBP	31	-0.30528170340787597	0.14998707634484426	6.713556638809761E-9	2.6182870891358065E-6	down	178572,  179046,  179771,  181323,  185840,  187940
body morphogenesis	GOBP	434	0.14047824312095683	2.394123581986354	1.5709595487261357E-8	4.595056680023947E-6	up	172197,  172261,  172340,  173293,  173599,  174107,  174242,  174287,  174397,  174731,  175582,  175696,  176283,  176450,  176528,  177187,  177292,  177956,  178414,  178447,  178494,  178495,  179603,  179693,  180821,  180907,  180908,  180909,  181219,  181329,  181340,  181432,  182758,  184366,  185022,  185853,  186300,  353462
extracellular space	GOCC	83	-0.24150967184917718	0.22293211686939	3.680386488362981E-8	1.7150601035771493E-6	down	175213,  176312,  178672,  179270,  179835,  180210,  180211,  187890,  188688,  191072
extracellular matrix part	GOCC	19	0.37699621120442284	10.411216215112082	1.0568242548461712E-7	4.104000856319298E-6	up	177292,  177788,  177956,  179823
Tyrosine metabolism	KEGG	18	-0.3446975763389418	0.11740094180602517	5.16923762029132E-7	2.356963231236479E-5	down	178680,  179627,  179628,  183911
Glycolysis / Gluconeogenesis	KEGG	32	-0.3011498531172399	0.15388829205905435	5.481309840084835E-7	2.356963231236479E-5	down	172556,  178680,  179627,  179628,  3565504
Metabolism of xenobiotics by cytochrome P450	KEGG	24	-0.31076950358438893	0.14495808117272665	1.8537665275157945E-6	5.314130712211945E-5	down	178680,  179036,  179627,  179628,  191563
insulin receptor signaling pathway	GOBP	12	-0.35052628476858955	0.1132244114021758	2.140043997172464E-6	2.0865428972431524E-4	down	172981,  181524,  185980
response to insulin	GOBP	12	-0.35052628476858955	0.1132244114021758	2.140043997172464E-6	2.0865428972431524E-4	down	172981,  181524,  185980
cellular response to insulin stimulus	GOBP	12	-0.35052628476858955	0.1132244114021758	2.140043997172464E-6	2.0865428972431524E-4	down	172981,  181524,  185980
response to peptide hormone	GOBP	12	-0.35052628476858955	0.1132244114021758	2.140043997172464E-6	2.0865428972431524E-4	down	172981,  181524,  185980
cellular response to peptide hormone stimulus	GOBP	12	-0.35052628476858955	0.1132244114021758	2.140043997172464E-6	2.0865428972431524E-4	down	172981,  181524,  185980
cellular response to organonitrogen compound	GOBP	12	-0.35052628476858955	0.1132244114021758	2.140043997172464E-6	2.0865428972431524E-4	down	172981,  181524,  185980
response to peptide	GOBP	12	-0.35052628476858955	0.1132244114021758	2.140043997172464E-6	2.0865428972431524E-4	down	172981,  181524,  185980
cellular response to peptide	GOBP	12	-0.35052628476858955	0.1132244114021758	2.140043997172464E-6	2.0865428972431524E-4	down	172981,  181524,  185980
Fatty acid metabolism	KEGG	43	-0.26688992185615085	0.1904022632735703	3.248473830727255E-6	6.984218736063598E-5	down	178677,  179627,  179628,  180859
response to organonitrogen compound	GOBP	13	-0.3387870717804372	0.12179342830956279	3.473317123770771E-6	3.125985411393694E-4	down	172981,  181524,  185980
cellular response to oxidative stress	GOBP	11	-0.3523825340460888	0.11192577508663858	4.455165819475018E-6	3.723245720561265E-4	down	173776,  175086,  181748
post-embryonic development	GOBP	1495	0.07496052809486592	1.5933684621399073	5.322577672069733E-6	4.151610584214392E-4	up	172197,  172261,  172340,  172410,  172471,  172715,  173293,  173484,  173891,  173896,  174107,  174177,  174242,  174319,  174612,  174680,  175123,  175192,  175237,  175564,  175696,  176076,  176430,  176450,  176528,  177292,  177956,  178031,  178414,  178447,  178494,  178495,  179100,  179273,  179603,  179693,  179821,  179893,  180073,  180074,  180357,  180573,  180821,  180919,  181295,  181337,  181432,  181573,  182758,  185022,  185812,  185853,  186300,  259653
larval development	GOBP	1483	0.07484180660278768	1.5921932964411507	5.81126694283686E-6	4.2494889519494543E-4	up	172197,  172261,  172340,  172410,  172471,  172715,  173293,  173484,  173891,  173896,  174177,  174242,  174319,  174612,  174680,  175123,  175192,  175237,  175564,  175696,  176076,  176430,  176450,  176528,  177292,  177956,  178031,  178414,  178447,  178494,  178495,  179100,  179273,  179603,  179693,  179821,  179893,  180073,  180074,  180357,  180573,  180821,  180919,  181295,  181337,  181432,  181573,  182758,  185022,  185812,  185853,  186300,  259653
membrane raft	GOCC	32	0.29507475613386763	6.2574576042401056	7.1713156095692625E-6	2.3870236243280545E-4	up	173896,  174996,  175011,  177741,  178564,  179022,  180036,  180301
nematode larval development	GOBP	1481	0.07402718070232225	1.5841530587075887	7.375051605784096E-6	5.075770811039643E-4	up	172197,  172261,  172340,  172410,  172471,  172715,  173293,  173484,  173891,  173896,  174177,  174242,  174319,  174612,  174680,  175123,  175192,  175237,  175564,  175696,  176076,  176430,  176450,  176528,  177292,  177956,  178031,  178414,  178447,  178494,  178495,  179100,  179273,  179603,  179693,  179821,  179893,  180073,  180074,  180357,  180573,  180821,  180919,  181295,  181337,  181432,  181573,  182758,  185022,  185812,  185853,  186300,  259653
Peroxisome	KEGG	48	-0.2494190837766874	0.21223908974980085	1.086754118619984E-5	1.8692170840263725E-4	down	175086,  178503,  178677,  180429,  180859,  181748,  191563
response to inorganic substance	GOBP	41	-0.23768778649941658	0.22829047610963235	1.6218214161246872E-5	0.0010541839204810466	down	173776,  175086,  178215,  179060,  181748,  183779,  3564838
cellular response to nitrogen compound	GOBP	16	-0.30566104534618577	0.14963390404818927	1.9342348647604384E-5	0.001190801167885056	down	172981,  181524,  185980
locomotion	GOBP	1191	0.07565233509399816	1.6002335932005074	2.0355575519402667E-5	0.001190801167885056	up	172261,  172340,  173293,  173891,  174107,  174223,  174224,  174319,  174397,  174680,  175123,  175564,  175778,  176076,  176430,  176528,  177187,  177292,  177788,  177956,  178120,  178205,  178265,  178414,  178768,  179100,  179570,  179603,  179693,  179821,  179893,  180073,  180074,  180086,  180357,  180452,  180727,  180821,  180907,  180908,  180909,  181251,  181295,  181329,  181337,  181370,  181432,  181529,  181573,  181720,  182758,  185022,  185812,  186300,  188226,  189237,  191746,  191753,  353462
basement membrane	GOCC	15	0.35195963506982436	8.911042147276781	2.0420055227606187E-5	5.947341085040302E-4	up	177292,  177788,  177956
anatomical structure morphogenesis	GOBP	777	0.08777002885157566	1.7253955561334808	2.27284598392223E-5	0.0012662999053280996	up	172197,  172261,  172340,  173293,  173599,  174107,  174242,  174287,  174397,  174731,  175582,  175696,  176283,  176450,  176528,  177187,  177292,  177956,  178265,  178414,  178447,  178494,  178495,  178768,  179603,  179693,  179893,  180357,  180673,  180821,  180907,  180908,  180909,  181052,  181219,  181251,  181329,  181340,  181432,  182758,  183119,  184366,  185022,  185853,  186300,  191746,  353462
response to nitrogen compound	GOBP	17	-0.2975305537806622	0.15738884922601923	2.759001099058238E-5	0.0014672869481355175	down	172981,  181524,  185980
response to reactive oxygen species	GOBP	19	-0.28334342292184916	0.17189553682374448	5.0054343428661044E-5	0.002527857203113349	down	173776,  175086,  181748
dormancy process	GOBP	23	-0.2686988076341084	0.18827383891832106	5.18534810895046E-5	0.002527857203113349	down	172981,  181524,  185980
Drug metabolism - cytochrome P450	KEGG	26	-0.27238534334376147	0.18400945061839372	5.316354398467434E-5	7.620107971136656E-4	down	178680,  179627,  179628,  191563
antioxidant activity	GOMF	19	-0.2734462980564796	0.18280019040032378	7.788251295158935E-5	0.009034371502384364	down	173776,  175086,  181748
translation	GOBP	112	0.16472414515386918	2.783463474700279	1.179002038433257E-4	0.0051211292565242405	up	180357,  181370
regulation of pH	GOBP	13	0.3190072445012451	7.260908836790774	1.1817990591979016E-4	0.0051211292565242405	up	174242,  179559,  180919
monovalent inorganic cation homeostasis	GOBP	13	0.3190072445012451	7.260908836790774	1.1817990591979016E-4	0.0051211292565242405	up	174242,  179559,  180919
anatomical structure development	GOBP	2730	0.05332177169060003	1.3928805127114448	1.5039928447550729E-4	0.006284541529869412	up	172197,  172261,  172340,  172410,  172471,  172715,  173293,  173484,  173569,  173599,  173896,  173983,  174107,  174177,  174223,  174242,  174287,  174319,  174397,  174583,  174680,  174731,  174802,  174892,  175192,  175202,  175564,  175582,  175696,  176283,  176416,  176450,  176528,  177187,  177292,  177401,  177559,  177956,  177992,  178120,  178205,  178265,  178414,  178447,  178494,  178495,  178768,  179100,  179351,  179603,  179619,  179693,  179893,  180073,  180074,  180357,  180422,  180573,  180628,  180673,  180727,  180756,  180821,  180907,  180908,  180909,  180928,  181052,  181182,  181219,  181251,  181329,  181337,  181340,  181432,  181439,  181503,  181529,  181545,  181648,  182758,  182978,  183119,  183789,  184366,  184451,  185022,  185179,  185416,  185812,  185853,  186083,  186300,  188003,  189237,  189332,  191712,  191746,  353462
glutathione transferase activity	GOMF	14	-0.2842562724421752	0.17092313392553116	2.615330500159503E-4	0.022753375351387675	down	189017,  191563
ribonucleoprotein complex	GOCC	141	0.15796563355133003	2.6689750052472476	3.9915927957234407E-4	0.009357868987877185	up	175715
membrane region	GOCC	138	0.1590976391444673	2.687817367373192	4.0162527844966455E-4	0.009357868987877185	up	171974,  173896,  174242,  174996,  175011,  177741,  178564,  179022,  179100,  180036,  180301,  180422,  180919
dauer entry	GOBP	15	-0.2783336542001048	0.17733147078508024	4.476261588983094E-4	0.017457420197034067	down	172981,  181524
entry into diapause	GOBP	15	-0.2783336542001048	0.17733147078508024	4.476261588983094E-4	0.017457420197034067	down	172981,  181524
ribosome	GOCC	63	0.2022945563656263	3.5154986837951716	5.943678346806865E-4	0.012589791407327269	up	
Ribosome	KEGG	44	0.23729269707217648	4.369642145798769	6.420993732710861E-4	0.007888649443044772	up	
Glycine, serine and threonine metabolism	KEGG	20	0.29111428782198545	6.105324203047263	8.477384634224459E-4	0.009113188481791294	up	172301,  174012,  180079
lipid transport	GOBP	25	0.240585606919811	4.459984368154228	9.299743826934744E-4	0.03478549367096799	up	174242,  174287,  180919,  181034
reproduction	GOBP	1732	0.05172777177019786	1.3791506371488274	9.513981174965604E-4	0.03478549367096799	up	172715,  173293,  173294,  173484,  173890,  173896,  174177,  174242,  174319,  174397,  174612,  174680,  174731,  174892,  175778,  176076,  176416,  176430,  176939,  177292,  177956,  178031,  178120,  178447,  178494,  178495,  178582,  178657,  179100,  179559,  179893,  180073,  180074,  180357,  180452,  180573,  180919,  180953,  181329,  181337,  181340,  181370,  181432,  181545,  181648,  182758,  185022,  185416,  185853,  187311,  188003,  191914,  259653
oxidation-reduction process	GOBP	276	-0.10154114066970414	0.5320390473130416	0.0013252044270640666	0.04698452059590781	down	172183,  172430,  172810,  173776,  174195,  175086,  175737,  176105,  178583,  178680,  179405,  179590,  179627,  179628,  180624,  180884,  181748,  182291,  187608,  188051,  191563,  3565504
macromolecular complex	GOCC	680	0.08029871551846952	1.6471146295206756	0.0013913859401528648	0.026266790799485774	up	172197,  172410,  173599,  174107,  174226,  174397,  174680,  174731,  175715,  176430,  176450,  177187,  177559,  178447,  178679,  179693,  181052,  181182,  181329,  181404,  181545,  185112
pseudopodium	GOCC	21	0.2689331387291053	5.3191529028089715	0.0014655291004004938	0.026266790799485774	up	173888,  173980,  191712
dauer larval development	GOBP	69	-0.1655796338856846	0.35735966703301864	0.001594261506739017	0.05486135184954853	down	172981,  180475,  181524,  185980,  191666
embryo development ending in birth or egg hatching	GOBP	1977	0.04717790284776401	1.3407004175998412	0.0017116356427485696	0.05525100244188133	up	172261,  172410,  172471,  172715,  173484,  173569,  173599,  173896,  173983,  174177,  174287,  174319,  174583,  174680,  174731,  174802,  175192,  175202,  175564,  175582,  176416,  176450,  177292,  177956,  177992,  178447,  178494,  178495,  179100,  179351,  179603,  179619,  179693,  179893,  180073,  180074,  180357,  180422,  180573,  180628,  180928,  181182,  181329,  181432,  181439,  181503,  181545,  182978,  183789,  184451,  185022,  185179,  185853,  186083,  186300,  189237,  189332,  191712
collagen and cuticulin-based cuticle development	GOBP	92	0.15107449181560156	2.5570871031141564	0.0017472539233757344	0.05525100244188133	up	172197,  172340,  174397,  174731,  175696,  177187,  177559,  179693,  185812
cuticle development	GOBP	92	0.15107449181560156	2.5570871031141564	0.0017472539233757344	0.05525100244188133	up	172197,  172340,  174397,  174731,  175696,  177187,  177559,  179693,  185812
embryo development	GOBP	2028	0.04590451189758804	1.330132486780083	0.002111531845900609	0.06501295420272928	up	172261,  172410,  172471,  172715,  173293,  173484,  173569,  173599,  173896,  173983,  174177,  174223,  174287,  174319,  174583,  174680,  174731,  174802,  175192,  175202,  175564,  175582,  176416,  176450,  177292,  177956,  177992,  178447,  178494,  178495,  179100,  179351,  179603,  179619,  179693,  179893,  180073,  180074,  180357,  180422,  180573,  180628,  180928,  181182,  181329,  181432,  181439,  181503,  181545,  182978,  183789,  184451,  185022,  185179,  185853,  186083,  186300,  189237,  189332,  191712
phospholipid binding	GOMF	29	-0.20652696894133235	0.27707025585025813	0.0022427943787062684	0.15609848875795626	down	175714,  176446,  179328,  260268
Protein processing in endoplasmic reticulum	KEGG	83	0.1772270929022333	3.0083655565440206	0.0025904396134833817	0.024753089639952312	up	178447,  178494,  178495,  179642,  180422,  186094
peptide transport	GOBP	10	0.29697747071282293	6.331888890344679	0.0026679777453885996	0.07803834905261654	up	174242,  180919
amide transport	GOBP	10	0.29697747071282293	6.331888890344679	0.0026679777453885996	0.07803834905261654	up	174242,  180919
positive regulation of growth rate	GOBP	19	0.2451326892993898	4.5878137164878074	0.0028094900447939593	0.08017325249777883	up	174242,  180919,  182758
oxidoreductase activity, acting on single donors with incorporation of molecular oxygen	GOMF	12	0.27245989771169066	5.4370220125577156	0.0030353352801164354	0.15764989066561055	up	176473,  183101,  183790
regulation of system process	GOBP	20	0.23915645089129708	4.420547762148113	0.003238134992591869	0.09020518907934492	up	178679,  181052,  189903
structural constituent of ribosome	GOMF	55	0.1665178652584436	2.8146650697635494	0.0032442577410602075	0.15764989066561055	up	
regulation of muscle contraction	GOBP	18	0.24492228044397235	4.581818572428229	0.0036564538830217925	0.09722843279853402	up	178679,  181052,  189903
regulation of muscle system process	GOBP	18	0.24492228044397235	4.581818572428229	0.0036564538830217925	0.09722843279853402	up	178679,  181052,  189903
oxidoreductase activity	GOMF	257	-0.091095430566667	0.5677225768995401	0.003852766879838385	0.15764989066561055	down	172183,  172430,  172810,  173776,  174195,  175086,  175737,  176105,  178680,  179405,  179590,  179627,  179628,  180624,  180884,  181748,  182291,  187608,  188051,  191563,  3565504
single-organism developmental process	GOBP	3276	0.039490608736961114	1.2781563101250517	0.003975462326553217	0.10336202049038364	up	13191153,  171593,  172197,  172261,  172340,  172410,  172471,  172715,  173293,  173484,  173569,  173599,  173891,  173896,  173983,  174107,  174177,  174223,  174242,  174287,  174319,  174397,  174583,  174612,  174680,  174731,  174802,  174892,  175123,  175192,  175202,  175237,  175564,  175582,  175696,  176076,  176283,  176416,  176429,  176430,  176450,  176473,  176528,  176939,  177187,  177292,  177401,  177559,  177788,  177956,  177992,  178031,  178120,  178205,  178238,  178245,  178265,  178381,  178385,  178414,  178447,  178494,  178495,  178564,  178768,  179100,  179273,  179351,  179559,  179603,  179619,  179693,  179821,  179893,  180073,  180074,  180357,  180422,  180573,  180628,  180673,  180727,  180756,  180821,  180907,  180908,  180909,  180919,  180928,  181052,  181174,  181182,  181219,  181251,  181295,  181329,  181337,  181340,  181370,  181432,  181439,  181503,  181529,  181545,  181573,  181648,  182758,  182978,  183119,  183789,  183905,  184366,  184451,  185022,  185179,  185416,  185812,  185853,  186056,  186083,  186300,  187266,  188003,  189237,  189332,  191688,  191712,  191746,  259653,  353462
phosphatidylinositol binding	GOMF	20	-0.2221815370284466	0.2513846156679022	0.004077152344800273	0.15764989066561055	down	175714,  176446,  179328
developmental process	GOBP	3292	0.038865918676677866	1.2732038661221043	0.00456972645520808	0.1162299989694229	up	13191153,  171593,  172197,  172261,  172340,  172410,  172471,  172715,  173293,  173484,  173569,  173599,  173891,  173896,  173983,  174107,  174177,  174223,  174242,  174287,  174319,  174397,  174583,  174612,  174680,  174731,  174802,  174892,  175123,  175192,  175202,  175237,  175564,  175582,  175696,  176076,  176283,  176416,  176429,  176430,  176450,  176473,  176528,  176939,  177187,  177292,  177401,  177559,  177788,  177956,  177992,  178031,  178120,  178205,  178238,  178245,  178265,  178381,  178385,  178414,  178447,  178494,  178495,  178564,  178768,  179100,  179273,  179351,  179559,  179603,  179619,  179693,  179821,  179893,  180073,  180074,  180357,  180422,  180573,  180628,  180673,  180727,  180756,  180821,  180907,  180908,  180909,  180919,  180928,  181052,  181174,  181182,  181219,  181251,  181295,  181329,  181337,  181340,  181370,  181432,  181439,  181503,  181529,  181545,  181573,  181648,  182758,  182978,  183119,  183789,  183905,  184366,  184451,  185022,  185179,  185416,  185812,  185853,  186056,  186083,  186300,  187266,  188003,  189237,  189332,  191688,  191712,  191746,  259653,  353462
striated muscle thin filament	GOCC	15	0.27577275853048483	5.5501203848539795	0.004717159387226241	0.07850700980169387	up	178679,  181052,  181329
transmembrane receptor protein tyrosine kinase signaling pathway	GOBP	39	-0.18399972802058626	0.3187060100039459	0.004961899726301808	0.12351963148453439	down	172981,  181524,  185980,  186632
learning or memory	GOBP	20	-0.2234157789745825	0.24946378881573486	0.005646226592214239	0.1348180635283808	down	180475,  191666
cognition	GOBP	20	-0.2234157789745825	0.24946378881573486	0.005646226592214239	0.1348180635283808	down	180475,  191666
regulation of growth rate	GOBP	23	0.21805562739777748	3.8772660071640335	0.006445455213207436	0.150823651989054	up	174242,  180919,  182758
Jak-STAT signaling pathway	KEGG	11	-0.2645430234204302	0.19319964093311484	0.006623073675218738	0.056958433606881145	down	181524
single-organism metabolic process	GOBP	1079	-0.0499915204685897	0.7329500617800361	0.0068334363822111005	0.1567670699448429	down	171694,  172183,  172430,  172556,  172810,  172981,  173776,  174031,  174195,  175086,  175120,  175737,  176105,  176568,  177389,  178215,  178572,  178583,  178680,  179046,  179405,  179590,  179627,  179628,  179771,  180624,  180779,  180884,  181121,  181323,  181748,  182291,  183911,  185764,  185840,  187608,  187940,  188051,  188169,  191563,  3565504,  4926960
cellular lipid catabolic process	GOBP	14	-0.2425151915776237	0.22154337747496622	0.007545086750543736	0.16812363050656323	down	179046,  181323
organic acid transport	GOBP	25	0.20923906006973267	3.670539878903114	0.007759552177225995	0.16812363050656323	up	174242,  176429,  177388,  179559,  180919,  188421
carboxylic acid transport	GOBP	25	0.20923906006973267	3.670539878903114	0.007759552177225995	0.16812363050656323	up	174242,  176429,  177388,  179559,  180919,  188421
anion transport	GOBP	62	0.15330158920560627	2.592724615262072	0.008169683520802443	0.17249456518361897	up	174242,  174821,  176429,  177388,  179559,  180729,  180919,  188421
